Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Aug 19, 2025;Aug 20, 2025;22,698.75;2,706.00;8,568.25;18,453.75;114,251.75;504.00;89,900.50;8,655.75;23,756.75;9,652.50;10,460.00
Aug 20, 2025;Aug 21, 2025;22,975.50;2,738.00;8,442.25;47,867.75;93,518.75;504.00;90,407.25;8,913.25;18,888.50;9,238.75;10,015.25
Aug 21, 2025;Aug 22, 2025;23,318.25;2,777.25;9,946.00;52,985.50;104,499.00;504.00;78,376.25;5,444.25;20,067.25;8,197.50;9,858.25
Aug 22, 2025;Aug 23, 2025;23,393.75;2,789.50;26,804.75;113,079.00;61,634.00;504.00;68,409.50;25.25;18,486.25;10,996.00;10,090.75
Aug 23, 2025;Aug 24, 2025;23,896.00;2,848.25;20,546.50;128,590.25;72,148.75;504.00;59,161.75;26.50;15,571.25;8,668.50;9,805.25
Aug 24, 2025;Aug 25, 2025;23,748.75;2,806.50;18,952.00;78,964.25;72,515.00;504.00;60,427.25;27.00;15,472.50;8,012.00;9,913.25
Aug 25, 2025;Aug 26, 2025;23,259.00;2,778.25;13,059.25;62,407.00;82,891.50;504.00;75,813.50;3,727.25;21,296.25;6,928.00;10,239.50
Aug 26, 2025;Aug 27, 2025;23,321.50;2,779.50;1,069.75;22,264.00;100,122.75;504.00;92,471.75;9,890.50;23,516.25;5,133.75;10,490.25
Aug 27, 2025;Aug 28, 2025;22,136.00;2,639.75;7,850.75;64,307.00;84,926.75;328.00;84,015.00;11,759.75;20,955.50;4,654.25;9,668.25
Aug 28, 2025;Aug 29, 2025;22,142.50;2,664.50;2,686.00;29,598.75;35,735.25;463.25;85,877.00;13,341.00;23,859.00;6,344.75;9,752.50
Aug 29, 2025;Aug 30, 2025;21,559.25;2,596.00;512.25;13,295.75;48,170.00;504.00;78,045.00;9,396.00;19,289.50;6,014.00;9,916.75
Aug 30, 2025;Aug 31, 2025;22,147.50;2,615.00;524.25;36,666.50;80,689.25;504.00;66,151.50;8,601.50;14,388.25;7,382.00;9,090.00
Aug 31, 2025;Sep 1, 2025;21,918.75;2,590.75;4,617.00;32,916.00;99,280.25;504.00;58,693.25;1,008.25;12,977.00;6,184.50;9,156.75
Sep 1, 2025;Sep 2, 2025;21,705.75;2,627.25;17,215.50;79,684.25;78,126.00;467.75;79,048.25;1,184.75;19,493.75;11,374.50;9,325.50
Sep 2, 2025;Sep 3, 2025;23,969.00;2,879.25;1,521.75;23,535.50;48,435.50;504.00;86,104.75;1,315.25;23,603.25;11,872.00;9,718.00
Sep 3, 2025;Sep 4, 2025;24,637.50;2,885.00;11,900.50;105,766.50;88,209.00;504.00;69,676.00;1,064.50;18,842.00;5,548.75;9,896.75
Sep 4, 2025;Sep 5, 2025;24,747.25;2,995.00;11,685.00;82,900.50;85,536.00;500.25;74,028.25;4,536.75;21,120.25;10,070.25;9,765.25
Sep 5, 2025;Sep 6, 2025;25,320.00;3,037.00;8,824.50;58,806.75;52,612.00;490.00;112,058.75;10,169.75;22,250.50;10,661.50;10,127.75
Sep 6, 2025;Sep 7, 2025;25,492.00;3,033.75;4,812.25;18,802.50;88,564.25;504.00;97,336.25;8,357.00;15,037.75;10,962.25;9,854.25
Sep 7, 2025;Sep 8, 2025;25,496.25;3,034.75;1,247.00;39,244.50;85,065.75;504.00;72,180.00;25.25;12,147.50;4,609.50;5,717.50
Sep 8, 2025;Sep 9, 2025;25,054.50;2,993.00;2,321.50;35,789.50;91,502.75;399.00;114,829.75;9,451.25;22,157.25;9,880.25;6,024.75
Sep 9, 2025;Sep 10, 2025;23,469.25;2,798.50;6,780.50;22,645.25;73,069.25;504.00;124,991.50;11,483.25;27,240.25;9,550.25;10,217.25
Sep 10, 2025;Sep 11, 2025;20,765.25;2,480.75;17,758.50;18,995.75;50,028.25;399.75;129,142.25;13,118.50;25,002.75;6,767.25;10,616.00
Sep 11, 2025;Sep 12, 2025;20,687.50;2,494.00;8,152.75;109,452.50;67,830.00;504.00;82,447.00;1,686.25;18,193.50;7,469.00;10,419.50
Sep 12, 2025;Sep 13, 2025;21,728.25;2,594.75;12,373.00;120,190.00;68,294.00;281.00;61,125.00;1,317.75;17,309.50;9,757.75;10,189.50
Sep 13, 2025;Sep 14, 2025;25,797.25;3,068.25;13,338.00;85,291.00;66,853.50;0.00;61,049.25;1,221.50;15,546.50;7,101.75;10,123.25
Sep 14, 2025;Sep 15, 2025;25,693.25;3,122.75;8,350.25;68,186.50;58,395.00;0.00;65,034.75;4,728.50;16,852.50;10,218.50;10,014.50
Sep 15, 2025;Sep 16, 2025;23,568.25;2,772.00;17,911.00;190,688.75;52,215.75;225.50;31,998.25;1,125.25;14,822.50;7,548.50;10,220.00
Sep 16, 2025;Sep 17, 2025;20,338.25;2,431.00;21,063.75;280,378.00;47,852.00;504.00;38,404.00;1,143.00;18,392.50;7,347.25;10,042.50
Sep 17, 2025;Sep 18, 2025;20,960.75;2,502.50;25,458.25;182,184.25;57,180.50;504.00;54,542.50;1,007.25;19,841.50;9,564.25;9,306.75
Sep 18, 2025;Sep 19, 2025;20,553.50;2,454.50;27,932.25;150,873.50;46,339.25;499.50;55,193.75;1,336.25;19,151.50;7,979.50;9,348.50
Sep 19, 2025;Sep 20, 2025;20,538.50;2,476.50;24,860.75;81,112.00;72,645.00;504.00;76,626.25;5,768.75;21,324.50;9,789.00;9,267.00
Sep 20, 2025;Sep 21, 2025;20,669.75;2,468.00;10,985.50;115,877.00;82,861.25;504.00;59,131.00;1,067.25;18,862.75;7,562.50;9,558.50
Sep 21, 2025;Sep 22, 2025;20,551.00;2,455.75;25,141.50;123,348.00;52,448.00;493.50;57,202.00;1,801.50;15,358.25;3,545.25;10,224.50
Sep 22, 2025;Sep 23, 2025;22,346.50;2,667.25;29,330.00;57,534.25;37,847.75;504.00;110,083.25;7,205.75;25,639.50;8,574.00;10,881.00
Sep 23, 2025;Sep 24, 2025;24,995.75;2,965.25;5,610.25;55,673.00;81,117.50;504.00;128,878.00;14,976.25;30,593.75;7,648.25;11,823.00
Sep 24, 2025;Sep 25, 2025;25,350.50;3,005.50;5,799.25;201,698.75;75,306.00;504.00;105,108.00;13,683.75;30,235.00;5,019.00;11,898.00
Sep 25, 2025;Sep 26, 2025;25,345.75;3,063.00;23,171.50;234,524.50;40,486.75;493.50;101,341.00;6,582.50;33,523.75;7,845.00;12,579.50
Sep 26, 2025;Sep 27, 2025;25,615.00;3,146.00;34,325.25;157,499.50;39,982.75;504.00;110,984.00;12,033.25;35,206.25;7,098.00;12,863.50
Sep 27, 2025;Sep 28, 2025;26,207.25;3,140.00;24,050.50;90,836.50;52,415.50;504.00;108,655.00;12,242.25;31,343.00;6,571.75;15,010.50
Sep 28, 2025;Sep 29, 2025;26,159.50;3,062.25;11,279.00;47,946.25;75,131.50;504.00;112,913.50;12,230.75;30,028.50;3,935.00;18,875.00
Sep 29, 2025;Sep 30, 2025;25,323.00;3,092.00;15,145.00;45,149.75;73,839.50;476.00;145,526.50;15,278.00;36,532.25;8,788.75;19,198.00
Sep 30, 2025;Oct 1, 2025;25,512.50;3,035.00;4,447.75;56,230.50;68,928.25;504.00;134,999.00;15,396.00;39,703.25;8,663.25;19,036.75
Oct 1, 2025;Oct 2, 2025;26,715.00;3,176.25;245.25;20,393.25;33,952.00;504.00;146,364.25;14,334.00;41,702.25;9,081.50;19,493.25
Oct 2, 2025;Oct 3, 2025;27,190.00;3,233.00;598.50;6,717.50;66,036.00;504.00;135,327.00;3,341.50;41,506.50;11,473.00;19,777.25
Oct 3, 2025;Oct 4, 2025;27,952.00;3,330.25;9,359.75;63,393.50;78,683.00;504.00;51,943.50;2,985.25;29,433.50;10,157.25;18,103.50
Oct 4, 2025;Oct 5, 2025;26,444.25;3,096.50;29,092.75;266,708.75;11,352.75;38.50;26,387.75;3,251.75;13,921.75;14,651.50;16,969.00
Oct 5, 2025;Oct 6, 2025;23,421.50;2,766.75;27,382.00;279,206.00;33,507.50;0.00;29,367.50;3,099.00;15,354.00;10,218.75;16,979.00
Oct 6, 2025;Oct 7, 2025;23,122.75;2,790.00;25,725.00;250,484.00;29,178.00;487.00;74,394.25;3,670.50;35,009.00;10,519.00;18,339.25
Oct 7, 2025;Oct 8, 2025;23,577.50;2,809.75;5,035.25;28,642.00;20,507.50;504.00;141,688.75;14,560.00;45,995.50;13,856.75;15,243.75
Oct 8, 2025;Oct 9, 2025;24,142.25;2,945.25;8,997.75;31,237.25;14,461.00;406.50;154,005.00;17,463.00;44,926.75;13,546.00;15,976.25
Oct 9, 2025;Oct 10, 2025;23,566.50;2,832.25;17,024.50;69,154.75;33,957.00;504.00;157,561.75;15,729.25;41,083.75;8,661.25;15,825.25
Oct 10, 2025;Oct 11, 2025;23,774.00;2,855.50;39,400.75;186,344.00;19,453.75;504.00;130,079.25;13,402.00;34,599.75;9,414.75;22,368.00
Oct 11, 2025;Oct 12, 2025;24,168.00;2,853.50;35,317.25;155,118.50;19,988.75;470.25;111,755.50;7,807.75;31,469.00;9,045.25;22,490.50
Oct 12, 2025;Oct 13, 2025;23,777.25;2,783.25;20,933.25;92,681.75;18,621.25;378.25;126,762.25;8,973.50;33,026.00;4,350.00;22,191.00
Oct 13, 2025;Oct 14, 2025;22,659.75;2,761.75;3,992.50;15,768.00;54,496.00;504.00;155,440.25;18,651.00;46,029.00;12,480.75;22,745.00
Oct 14, 2025;Oct 15, 2025;22,658.50;2,724.75;1,431.50;47,109.75;16,632.50;504.00;158,345.00;18,498.00;51,150.75;11,376.50;23,015.75
Oct 15, 2025;Oct 16, 2025;22,661.50;2,726.50;9,717.75;18,103.75;25,491.50;504.00;164,442.50;18,836.50;52,698.50;13,885.75;23,974.00
Oct 16, 2025;Oct 17, 2025;22,875.00;2,727.75;14,976.75;72,921.00;22,968.25;365.50;160,936.75;17,948.50;49,217.25;9,697.75;23,796.25
Oct 17, 2025;Oct 18, 2025;23,199.75;2,787.25;16,940.75;105,434.75;28,009.75;504.00;165,297.00;17,887.75;46,185.25;9,340.25;21,325.75
Oct 18, 2025;Oct 19, 2025;23,415.00;2,789.25;17,220.00;60,803.00;65,688.25;504.00;128,452.25;12,068.00;44,245.25;7,386.75;23,086.25
Oct 19, 2025;Oct 20, 2025;22,728.00;2,661.75;10,982.75;107,089.00;54,807.75;504.00;81,060.25;3,090.00;38,061.00;6,118.50;22,836.25
Oct 20, 2025;Oct 21, 2025;21,595.00;2,583.25;35,451.75;179,835.25;42,613.75;504.00;72,331.25;6,211.75;43,008.25;11,842.75;22,237.00
Oct 21, 2025;Oct 22, 2025;22,626.07;2,722.00;35,140.00;200,020.25;38,791.25;504.00;75,417.50;5,868.50;39,183.50;7,613.50;22,541.00
Oct 22, 2025;Oct 23, 2025;25,936.50;3,160.50;10,634.75;71,720.00;26,170.75;504.00;126,385.00;15,882.25;48,419.50;13,311.00;22,110.75
Oct 23, 2025;Oct 24, 2025;25,903.73;3,083.82;25,348.28;213,400.23;11,914.59;497.77;85,170.63;7,363.18;41,167.18;3,611.96;22,145.28
Oct 24, 2025;Oct 25, 2025;25,653.42;3,033.68;31,936.49;299,221.76;19,503.62;497.78;31,928.44;5,435.03;18,330.34;8,041.61;20,060.27
Oct 25, 2025;Oct 26, 2025;26,225.10;3,118.52;38,330.71;256,542.61;24,432.38;497.78;26,629.54;5,345.94;15,568.05;14,911.16;20,081.70
Oct 26, 2025;Oct 27, 2025;27,200.99;3,209.27;26,766.38;322,562.06;17,138.95;518.52;33,370.64;5,879.70;17,359.07;8,642.72;21,183.77
Oct 27, 2025;Oct 28, 2025;26,265.19;3,212.54;29,365.13;279,664.74;18,028.80;497.78;39,409.09;7,438.57;34,647.25;13,618.59;13,403.67
Oct 28, 2025;Oct 29, 2025;26,268.77;3,123.57;26,711.24;295,591.93;12,174.74;497.78;52,111.59;7,292.57;38,436.43;9,441.87;20,166.09
Oct 29, 2025;Oct 30, 2025;23,657.79;2,818.49;33,568.22;173,282.20;36,024.58;405.31;100,943.42;7,898.11;43,956.48;10,837.00;15,193.56
Oct 30, 2025;Oct 31, 2025;26,575.23;3,160.92;24,554.73;275,094.07;26,360.56;497.78;92,343.35;7,624.37;40,986.75;9,542.53;13,644.97
Oct 31, 2025;Nov 1, 2025;27,568.46;3,300.42;13,337.16;88,712.52;35,638.17;497.78;103,651.24;7,952.09;51,127.96;11,041.14;21,271.75
Nov 1, 2025;Nov 2, 2025;27,341.53;3,201.02;19,020.30;136,146.38;27,608.72;497.78;53,208.16;6,911.67;30,732.07;5,788.19;20,390.13
Nov 2, 2025;Nov 3, 2025;27,374.02;3,278.05;7,840.62;54,468.01;14,506.91;497.78;96,224.49;8,462.29;39,109.97;11,636.52;20,905.83
Nov 3, 2025;Nov 4, 2025;26,335.85;3,138.86;17,840.86;141,987.06;34,387.27;497.78;97,934.53;8,139.93;43,048.55;9,153.98;20,993.64
Nov 4, 2025;Nov 5, 2025;26,402.80;3,141.27;29,208.62;129,066.12;28,154.64;497.78;109,303.08;7,752.32;42,631.00;10,850.23;21,575.68
Nov 5, 2025;Nov 6, 2025;26,373.00;3,136.53;17,403.17;105,027.47;43,286.65;497.78;127,243.43;8,614.65;48,401.98;6,937.91;22,253.98
Nov 6, 2025;Nov 7, 2025;26,566.50;3,159.07;7,512.47;102,056.40;48,209.01;497.78;156,221.20;15,405.05;57,273.60;7,675.27;22,023.36
Nov 7, 2025;Nov 8, 2025;27,364.95;3,325.09;7,429.11;73,633.56;42,544.49;497.78;154,089.93;17,398.18;62,249.98;12,848.01;15,248.37
Nov 8, 2025;Nov 9, 2025;27,776.78;3,291.69;140.04;17,321.33;20,154.48;497.78;173,930.47;18,533.95;60,889.26;8,760.33;16,066.96
Nov 9, 2025;Nov 10, 2025;27,537.48;3,224.01;390.57;7,359.18;10,051.80;497.78;179,620.22;18,262.70;59,441.03;6,008.58;16,428.36
Nov 10, 2025;Nov 11, 2025;27,458.74;3,370.38;872.81;17,727.55;13,414.36;497.78;172,914.01;17,544.82;64,867.13;15,463.44;17,666.36
Nov 11, 2025;Nov 12, 2025;26,426.24;3,166.67;4,514.26;81,613.64;13,026.02;497.78;149,925.12;17,248.32;61,738.48;9,698.93;17,263.74
Nov 12, 2025;Nov 13, 2025;26,414.48;3,141.02;21,532.42;133,284.76;28,338.71;497.78;108,557.48;8,461.73;50,678.41;10,647.93;15,133.11
Nov 13, 2025;Nov 14, 2025;26,591.72;3,161.98;27,557.49;218,685.14;26,907.16;497.78;89,813.33;13,587.52;45,813.02;6,763.49;13,616.05
Nov 14, 2025;Nov 15, 2025;26,788.79;3,191.06;7,910.55;72,175.14;10,423.75;497.78;135,798.00;21,459.07;60,247.75;12,059.03;22,278.18
Nov 15, 2025;Nov 16, 2025;27,666.56;3,293.66;12,956.85;123,962.98;6,674.66;497.78;130,419.43;9,192.51;58,753.46;5,587.85;22,818.01
Nov 16, 2025;Nov 17, 2025;27,899.19;3,266.34;7,262.71;60,112.78;15,643.17;497.78;140,961.34;18,505.61;58,409.31;9,238.66;22,805.85
Nov 17, 2025;Nov 18, 2025;27,150.96;3,233.34;23,694.77;108,487.09;12,904.02;497.78;157,027.37;17,160.18;65,899.12;10,087.18;23,302.26
Nov 18, 2025;Nov 19, 2025;26,656.17;3,196.75;29,157.28;207,536.91;14,566.62;361.24;155,654.57;21,047.21;69,451.82;8,523.93;23,437.83
Nov 19, 2025;Nov 20, 2025;26,882.79;3,203.61;20,166.29;131,560.96;21,011.54;497.78;161,590.75;23,114.57;73,196.90;11,399.98;23,053.99
Nov 20, 2025;Nov 21, 2025;25,784.02;3,081.20;15,813.92;134,465.21;7,994.43;497.78;160,178.86;25,362.00;79,152.30;9,871.40;22,802.61
Nov 21, 2025;Nov 22, 2025;23,192.21;2,788.09;23,770.25;54,873.90;29,835.31;497.78;159,992.17;26,038.54;91,966.92;15,035.27;24,396.71
Nov 22, 2025;Nov 23, 2025;19,237.59;2,293.53;19,420.88;58,247.43;31,956.28;497.78;116,320.01;13,660.24;76,472.86;5,796.38;24,155.48
Nov 23, 2025;Nov 24, 2025;19,464.54;2,347.82;29,229.20;127,774.27;33,502.11;497.78;83,310.59;13,360.19;74,535.14;2,895.37;23,471.67
Nov 24, 2025;Nov 25, 2025;21,600.54;2,577.30;19,426.72;99,863.26;9,327.32;497.78;130,826.28;21,142.59;86,467.97;10,602.04;23,973.53
Nov 25, 2025;Nov 26, 2025;21,975.33;2,670.23;2,571.85;21,568.21;13,436.41;497.78;149,221.60;24,201.66;93,967.22;13,185.53;24,477.37
Nov 26, 2025;Nov 27, 2025;22,201.89;2,702.97;8,206.70;79,873.90;9,982.05;497.78;152,941.92;24,230.82;90,884.08;15,339.24;23,770.72
Nov 27, 2025;Nov 28, 2025;20,850.55;2,495.32;25,591.01;147,376.23;18,645.07;497.78;119,908.45;15,162.06;76,298.17;3,396.32;21,897.56
Nov 28, 2025;Nov 29, 2025;19,548.22;2,356.13;30,610.28;148,984.73;11,481.04;497.78;110,641.97;12,013.44;67,748.59;12,106.13;17,690.70
Nov 29, 2025;Nov 30, 2025;19,592.99;2,293.96;18,447.62;76,598.65;9,912.62;497.78;109,945.76;11,581.19;66,680.76;5,562.00;17,820.96
Nov 30, 2025;Dec 1, 2025;19,205.63;2,248.68;30,258.52;97,922.60;13,430.63;497.78;96,966.82;11,843.09;57,042.25;5,165.41;22,623.95
Dec 1, 2025;Dec 2, 2025;18,776.99;2,253.13;29,161.50;117,543.44;19,626.24;497.27;104,980.62;9,594.83;70,437.60;12,491.77;23,935.17
Dec 2, 2025;Dec 3, 2025;19,801.16;2,391.07;31,671.27;130,131.57;19,431.20;477.04;131,072.73;9,906.43;71,687.81;12,211.34;22,660.89
Dec 3, 2025;Dec 4, 2025;19,301.35;2,379.34;9,243.60;40,865.95;10,832.05;497.78;165,089.39;10,007.78;90,039.83;6,848.38;24,097.60
Dec 4, 2025;Dec 5, 2025;19,663.11;2,302.07;8,840.41;48,792.60;15,456.44;497.78;168,414.24;9,761.71;88,429.04;16,427.56;24,615.24
Dec 5, 2025;Dec 6, 2025;24,191.70;2,978.08;5,291.42;19,951.06;6,062.77;497.78;183,892.96;14,845.36;89,666.67;13,375.29;25,537.78
Dec 6, 2025;Dec 7, 2025;24,589.25;2,878.84;17,850.80;128,455.45;10,547.27;497.78;101,765.53;9,311.13;64,964.62;9,045.24;24,248.47
Dec 7, 2025;Dec 8, 2025;24,086.39;2,894.99;11,457.49;134,756.39;9,771.92;497.78;102,318.61;8,545.14;59,425.75;16,520.10;23,783.24
Dec 8, 2025;Dec 9, 2025;22,838.98;2,752.50;39,356.77;204,686.26;17,903.87;497.78;99,176.69;11,004.92;50,999.00;14,701.89;22,503.38
Dec 9, 2025;Dec 10, 2025;23,624.25;2,839.36;20,804.33;119,033.94;6,562.24;497.78;112,689.96;15,752.28;50,410.99;10,240.24;22,527.78
Dec 10, 2025;Dec 11, 2025;24,217.70;2,835.24;34,905.21;154,484.86;6,253.64;497.78;100,312.87;15,845.44;49,333.17;14,513.02;22,631.05
Dec 11, 2025;Dec 12, 2025;22,953.64;2,711.29;40,541.46;165,453.81;18,706.38;497.78;119,927.29;18,376.66;57,563.83;18,115.42;23,219.82
Dec 12, 2025;Dec 13, 2025;20,705.34;2,543.00;13,721.99;38,217.90;15,040.64;497.78;124,078.37;22,639.34;82,300.52;15,114.94;24,572.13
Dec 13, 2025;Dec 14, 2025;24,730.83;2,946.44;20,101.78;76,908.68;5,665.14;497.78;121,669.22;19,684.80;73,731.26;5,560.86;23,680.97
Dec 14, 2025;Dec 15, 2025;25,314.84;2,963.99;36,906.40;103,108.23;12,486.49;497.78;115,414.12;22,811.27;69,300.76;2,468.92;17,455.11
Dec 15, 2025;Dec 16, 2025;24,520.20;2,949.68;22,846.62;125,649.95;23,321.89;477.04;107,507.94;20,127.99;65,524.81;9,215.69;16,094.44
Dec 16, 2025;Dec 17, 2025;24,373.88;2,947.55;6,904.34;84,875.33;21,974.55;497.78;136,130.19;22,249.66;83,688.63;14,269.84;17,019.13
Dec 17, 2025;Dec 18, 2025;24,397.86;2,960.26;7,674.13;95,122.36;22,336.20;497.78;136,244.60;20,256.73;88,014.90;10,287.21;18,258.74
Dec 18, 2025;Dec 19, 2025;24,328.61;2,848.46;22,702.30;176,572.63;19,962.31;497.78;71,166.59;13,226.39;64,149.92;5,373.12;16,393.81
Dec 19, 2025;Dec 20, 2025;24,751.65;2,945.89;28,089.03;184,398.76;9,319.53;497.78;78,146.31;13,117.49;65,271.05;2,835.13;23,581.80
Dec 20, 2025;Dec 21, 2025;24,687.38;2,986.86;8,242.16;21,812.46;6,778.50;497.78;95,115.64;20,691.07;74,702.74;11,639.65;23,481.50
Dec 21, 2025;Dec 22, 2025;24,599.25;2,880.03;3,726.28;73,996.01;10,193.32;497.78;86,277.96;12,232.73;76,123.43;1,240.70;24,080.85
Dec 22, 2025;Dec 23, 2025;24,874.62;3,015.65;27,348.57;128,193.47;3,020.58;497.78;92,749.31;12,296.80;74,663.82;9,682.73;22,981.62
Dec 23, 2025;Dec 24, 2025;24,847.74;2,957.72;29,497.79;188,202.97;5,511.49;487.41;87,904.74;13,916.37;78,552.27;4,175.23;24,565.12
Dec 24, 2025;Dec 25, 2025;24,660.22;2,935.56;17,309.96;182,640.64;11,842.07;497.78;40,392.50;14,270.14;74,082.76;5,146.62;24,362.98
Dec 25, 2025;Dec 26, 2025;23,838.26;2,839.52;2,297.25;67,990.34;20,025.37;497.78;69,787.84;14,792.19;83,410.23;6,192.76;24,621.30
Dec 26, 2025;Dec 27, 2025;23,512.07;2,807.18;9,784.75;11,222.28;15,121.32;497.78;118,226.25;14,768.34;88,525.79;9,061.41;24,338.93
Dec 27, 2025;Dec 28, 2025;24,840.22;2,908.23;31,507.60;99,343.48;13,038.65;497.78;112,362.13;14,006.00;81,146.50;4,036.00;22,579.04
Dec 28, 2025;Dec 29, 2025;24,674.94;2,985.51;30,490.35;107,624.11;21,125.42;497.78;105,495.04;13,313.21;80,215.76;8,691.02;23,873.09
Dec 29, 2025;Dec 30, 2025;24,592.20;2,983.40;31,429.91;179,865.37;7,036.60;497.78;98,250.09;14,665.61;75,315.16;6,229.50;22,956.17
Dec 30, 2025;Dec 31, 2025;24,849.20;2,957.72;37,596.41;202,098.91;20,859.51;497.78;95,026.29;14,442.03;82,718.76;8,630.48;23,730.77
Dec 31, 2025;Jan 1, 2026;24,582.42;2,950.54;13,242.87;216,894.27;3,712.68;497.78;72,382.42;14,261.19;72,889.82;3,802.88;22,254.39
